participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
2104,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,10-14y olds,Oct-19,0,Yes
2106,21,housewife,Tuesday,Daily or almost daily,Friend,Physical,1h - <2h,25-34y olds,15-24y olds,0-9,0,Yes
2106,21,housewife,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,15-24y olds,15-24y olds,0-9,0,Yes
2106,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
2106,21,housewife,Tuesday,Daily or almost daily,Other,Nonphysical,2h - <4h,45-54Y olds,15-24y olds,0-9,0,Yes
2106,21,housewife,Tuesday,At least once a week,Friend,Physical,2h - <4h,15-24y olds,15-24y olds,0-9,0,Yes
2110,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,At least once a week,Other,Physical,2h - <4h,45-54Y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,Daily or almost daily,Other,Physical,>4h,45-54Y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,At least once a week,Other,Physical,2h - <4h,10-14y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,At least once a week,Other,Physical,2h - <4h,25-34y olds,25-34y olds,0-9,0,Yes
2110,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,25-34y olds,0-9,0,Yes
2112,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
2112,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
2112,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
2112,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,2-4y olds,0-9,0,Yes
2117,21,manual worker,Tuesday,At least once a month,Friend,Nonphysical,>4h,45-54Y olds,55-64y olds,0-9,7.7,Yes
2117,21,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,0-9,0,Yes
2117,21,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,0-9,0,Yes
2117,21,manual worker,Tuesday,At least once a week,Friend,Nonphysical,2h - <4h,45-54Y olds,55-64y olds,0-9,7.7,Yes
2117,21,manual worker,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,55-64y olds,55-64y olds,0-9,7.7,Yes
2117,21,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,65+y olds,55-64y olds,0-9,0,Yes
2117,21,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,55-64y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
2120,21,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,2-4y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,15-24y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,10-14y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,2h - <4h,35-44y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,55-64y olds,0-9,0,Yes
2121,21,housewife,Tuesday,Daily or almost daily,Other,Physical,2h - <4h,25-34y olds,55-64y olds,0-9,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,Don't know,7.7,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,Don't know,7.7,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,Don't know,7.7,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,Don't know,0,Yes
2123,21,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,Don't know,7.7,Yes
2202,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,65+y olds,0-9,0,Yes
2202,22,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,65+y olds,0-9,0,Yes
2202,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,65+y olds,0-9,0,Yes
2202,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,65+y olds,0-9,0,Yes
2202,22,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,<15mins,45-54Y olds,65+y olds,0-9,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,<2y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2204,22,school college university student,Tuesday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2206,22,agriculture,Tuesday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,35-44y olds,0-9,0,Yes
2206,22,agriculture,Tuesday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,35-44y olds,0-9,0,Yes
2206,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
2206,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
2206,22,agriculture,Tuesday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,35-44y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,>4h,55-64y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,>4h,65+y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,65+y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,At least once a week,Other,Nonphysical,15mins - <1h,65+y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,65+y olds,55-64y olds,0-9,0,Yes
2210,22,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,55-64y olds,0-9,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Friend,Physical,15mins - <1h,5-9y olds,5-9y olds,Oct-19,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Household member,Nonphysical,2h - <4h,45-54Y olds,5-9y olds,Oct-19,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Household member,Nonphysical,2h - <4h,15-24y olds,5-9y olds,Oct-19,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,5-9y olds,Oct-19,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Household member,Physical,1h - <2h,10-14y olds,5-9y olds,Oct-19,0,Yes
2213,22,school college university student,Friday,Daily or almost daily,Household member,Physical,1h - <2h,25-34y olds,5-9y olds,Oct-19,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Nonphysical,<15mins,<2y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,2h - <4h,25-34y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,2h - <4h,35-44y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Nonphysical,1h - <2h,35-44y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,At least once a week,Other relative,Nonphysical,15mins - <1h,45-54Y olds,<2y olds,0-9,0,Yes
2214,22,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,<2y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,5-9y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,45-54Y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Household member,Physical,2h - <4h,2-4y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,2-4y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
2217,22,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,15-24y olds,25-34y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Other relative,Physical,15mins - <1h,5-9y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Other relative,Physical,15mins - <1h,2-4y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Household member,Physical,1h - <2h,35-44y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Household member,Physical,2h - <4h,15-24y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Household member,Physical,2h - <4h,5-9y olds,2-4y olds,0-9,0,Yes
2220,22,pre-school child,Friday,Daily or almost daily,Other relative,Physical,15mins - <1h,2-4y olds,2-4y olds,0-9,0,Yes
2221,22,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,15-24y olds,0-9,0,Yes
2221,22,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Nonphysical,15mins - <1h,15-24y olds,15-24y olds,0-9,0,Yes
2221,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,15-24y olds,0-9,0,Yes
2221,22,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
2221,22,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Colleague or schoolmate,Physical,>4h,5-9y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,2-4y olds,5-9y olds,30+,0,Yes
2223,22,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,30+,0,Yes
2225,22,others,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,<2y olds,Don't know,0,Yes
2225,22,others,Tuesday,Daily or almost daily,Other relative,Physical,15mins - <1h,15-24y olds,<2y olds,Don't know,0,Yes
2225,22,others,Tuesday,At least once a week,Other relative,Physical,15mins - <1h,35-44y olds,<2y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a week,Other,Physical,1h - <2h,55-64y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a month,Other,Nonphysical,15mins - <1h,35-44y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,At least once a week,Other,Nonphysical,15mins - <1h,25-34y olds,35-44y olds,Don't know,0,Yes
2230,22,housewife,Tuesday,Daily or almost daily,Colleague or schoolmate,Nonphysical,2h - <4h,25-34y olds,35-44y olds,Don't know,0,Yes
2302,23,housewife,Tuesday,Daily or almost daily,Other relative,Physical,<15mins,25-34y olds,35-44y olds,Oct-19,1.2,Yes
2302,23,housewife,Tuesday,Daily or almost daily,Other relative,Nonphysical,15mins - <1h,65+y olds,35-44y olds,Oct-19,0,Yes
2302,23,housewife,Tuesday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,65+y olds,35-44y olds,Oct-19,0,Yes
2302,23,housewife,Tuesday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,45-54Y olds,35-44y olds,Oct-19,0,Yes
2302,23,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,Oct-19,0,Yes
2302,23,housewife,Tuesday,At least once a month,Other,Physical,1h - <2h,45-54Y olds,35-44y olds,Oct-19,1.2,Yes
2302,23,housewife,Tuesday,At least once a month,Other,Physical,<15mins,25-34y olds,35-44y olds,Oct-19,5.7,Yes
2302,23,housewife,Tuesday,At least once a month,Other,Nonphysical,1h - <2h,35-44y olds,35-44y olds,Oct-19,5.7,Yes
2302,23,housewife,Tuesday,Less than once a month,Other,Physical,1h - <2h,65+y olds,35-44y olds,Oct-19,1.2,Yes
2302,23,housewife,Tuesday,At least once a month,Other,Physical,15mins - <1h,35-44y olds,35-44y olds,Oct-19,5.7,Yes
